"Round","Date","Gender","District","Ward","Age","Ethnicity","Ethnicity_Other","Occupation","Occupation_Other","Do_you_have_any_health_problem","A0JS","A1JS","B0JS","C0JS","C1JS","D0JS","E0JS","Month"
1,"2015-07-14","Female","Dhading",6,"25 to 39","Brahmin",NA,"Government Services (i.e. Teacher)",NA,"No difficulty.","Mostly yes",NA,"Completely yes","Completely yes",NA,"Completely yes","Mostly yes",7
1,"2015-07-14","Male","Dhading",6,"40 to 54","Brahmin",NA,"Government Services (i.e. Teacher)",NA,"No difficulty.","Mostly yes",NA,"Completely yes","Mostly yes",NA,"Mostly yes","Mostly yes",7
1,"2015-07-15","Male","Dhading",6,"40 to 54","Brahmin",NA,"Government Services (i.e. Teacher)",NA,"No difficulty.","Mostly yes",NA,"Mostly yes","Mostly yes",NA,"Mostly yes","Mostly yes",7
1,"2015-07-15","Male","Dhading",6,"25 to 39","Brahmin",NA,"Government Services (i.e. Teacher)",NA,"No difficulty.","Completely yes",NA,"Completely yes","Completely yes",NA,"Completely yes","Mostly yes",7
1,"2015-07-15","Male","Dhading",6,"40 to 54","Brahmin",NA,"Skilled Worker (i.e. Carpenter)",NA,"No difficulty.","Mostly yes",NA,"Mostly yes","Mostly yes",NA,"Completely yes","Mostly yes",7
1,"2015-07-15","Female","Dhading",6,"25 to 39","Janajati",NA,"Farmer / Laborer",NA,"No difficulty.","Neutral","Livelihoods","Mostly yes","Neutral","News about government decision","Mostly yes","Mostly yes",7
1,"2015-07-15","Male","Dhading",6,"25 to 39","Brahmin",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Neutral","Livelihoods","Completely yes","Mostly yes",NA,"Completely yes","Mostly yes",7
1,"2015-07-13","Female","Dhading",4,"15 to 24","Janajati",NA,"Other","not mentioned","No difficulty.","Very little","Short term shelter / tent shelter","Completely yes","Completely yes",NA,"Very little","Don't know",7
1,"2015-07-13","Female","Dhading",4,"25 to 39","Newar",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Short term shelter / tent shelter","Not at all","Very little","News about government decision","Not at all","Not at all",7
1,"2015-07-13","Male","Dhading",4,"55+","Janajati",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Not at all","Short term shelter / tent shelter","Not at all","Not at all","How to get shelter materials","Not at all","Don't know",7
1,"2015-07-13","Male","Dhading",4,"25 to 39","Newar",NA,"Other","business","No difficulty.","Not at all","Long term shelter / housing","Very little","Completely yes",NA,"Not at all","Not at all",7
1,"2015-07-13","Other","Dhading",4,"Refused","Dalit",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Long term shelter / housing","Not at all","Completely yes",NA,"Not at all","Not at all",7
1,"2015-07-15","Female","Dhading",6,"25 to 39","Newar",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","News about government decision","Not at all","Not at all",7
1,"2015-07-16","Female","Dhading",6,"25 to 39","Brahmin",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Toilets sanitation","Not at all","Not at all","News about government decision","Not at all","Not at all",7
1,"2015-07-16","Male","Dhading",6,"40 to 54","Dalit",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Not at all","Livelihoods","Not at all","Very little","News about government decision","Not at all","Not at all",7
1,"2015-07-16","Male","Dhading",6,"40 to 54","Dalit",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Long term shelter / housing","Not at all","Completely yes",NA,"Very little","Not at all",7
1,"2015-07-16","Male","Dhading",6,"55+","Newar",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Not at all","Long term shelter / housing","Very little","Very little","News about government decision","Not at all","Don't know",7
1,"2015-07-16","Male","Dhading",4,"15 to 24","Gurung",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Very little","Neutral",7
1,"2015-07-16","Male","Dhading",4,"55+","Gurung",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Not at all","Neutral",7
1,"2015-07-16","Female","Dhading",6,"55+","Gurung",NA,"Other","not mentioned","Cannot do at all.","Not at all","Long term shelter / housing","Very little","Not at all","Other","Don't know","Don't know",7
1,"2015-07-16","Other","Dhading",6,"25 to 39","Gurung",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Long term shelter / housing","Mostly yes","Not at all","News about government decision","Not at all","Completely yes",7
1,"2015-07-16","Female","Dhading",6,"40 to 54","Gurung",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Not at all","refused",7
1,"2015-07-16","Male","Dhading",4,"40 to 54","Brahmin",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Long term shelter / housing","Very little","Very little","News about government decision","Don't know","refused",7
1,"2015-07-14","Male","Dhading",3,"55+","Brahmin",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Short term shelter / tent shelter","Not at all","Not at all","News about government decision","Not at all","Not at all",7
1,"2015-07-14","Female","Dhading",2,"25 to 39","Chhetri",NA,"Farmer / Laborer",NA,"No difficulty.","Refused",NA,"Completely yes","Not at all","How to get shelter materials","Completely yes","Not at all",7
1,"2015-07-14","Male","Dhading",4,"40 to 54","Chhetri",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Short term shelter / tent shelter","Not at all","Very little","News about government decision","Not at all","Not at all",7
1,"2015-07-14","Other","Dhading",4,"15 to 24","Janajati",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Short term shelter / tent shelter","Very little","Mostly yes",NA,"Not at all","Not at all",7
1,"2015-07-14","Female","Dhading",7,"25 to 39","Janajati",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Very little","Financial support","Very little","Completely yes",NA,"Very little","Don't know",7
1,"2015-07-14","Male","Dhading",7,"40 to 54","Chhetri",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Long term shelter / housing","Very little","Completely yes",NA,"Not at all","Not at all",7
1,"2015-07-14","Male","Dhading",7,"25 to 39","Janajati",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Long term shelter / housing","Very little","Not at all","News about government decision","Not at all","Not at all",7
1,"2015-07-14","Male","Dhading",7,"25 to 39","Chhetri",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Toilets sanitation","Not at all","Completely yes",NA,"Not at all","Not at all",7
1,"2015-07-14","Male","Dhading",7,"40 to 54","Other","not mentioned","Farmer / Laborer",NA,"No difficulty.","Not at all","Livelihoods","Very little","Completely yes",NA,"Very little","Don't know",7
1,"2015-07-15","Female","Dhading",9,"40 to 54","Chhetri",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Long term shelter / housing","Not at all","Completely yes",NA,"Not at all","Very little",7
1,"2015-07-15","Male","Dhading",3,"55+","Janajati",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","News about government decision","Not at all","Don't know",7
1,"2015-07-15","Female","Dhading",3,"25 to 39","Chhetri",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Long term shelter / housing","Very little","Very little","News about government decision","Very little","Not at all",7
1,"2015-07-15","Male","Dhading",3,"25 to 39","Dalit",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Food","Very little","Completely yes",NA,"Not at all","Completely yes",7
1,"2015-07-15","Female","Dhading",3,"25 to 39","Janajati",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Long term shelter / housing","Very little","Very little","News about government decision","Very little","Very little",7
1,"2015-07-13","Male","Dhading",9,"40 to 54","Janajati",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Very little","Short term shelter / tent shelter","Very little","Completely yes",NA,"Very little","Very little",7
1,"2015-07-13","Female","Dhading",9,"25 to 39","Gurung",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Short term shelter / tent shelter","Very little","Completely yes",NA,"Very little","Very little",7
1,"2015-07-13","Male","Dhading",9,"55+","Other","not mentioned","Farmer / Laborer",NA,"Yes, some difficulty.","Not at all","Long term shelter / housing","Not at all","Completely yes",NA,"Completely yes","Not at all",7
1,"2015-07-13","Male","Dhading",9,"Refused","Chhetri",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Long term shelter / housing","Very little","Very little","How to get healthcare psychological support","Very little","Very little",7
1,"2015-07-13","Male","Dhading",9,"40 to 54","Janajati",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Very little","Long term shelter / housing","Not at all","Completely yes",NA,"Not at all","Not at all",7
1,"2015-07-16","Female","Dhading",8,"25 to 39","Chhetri",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Long term shelter / housing","Very little","Completely yes",NA,"Very little","Very little",7
1,"2015-07-16","Female","Dhading",8,"25 to 39","Janajati",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Long term shelter / housing","Very little","Very little","News about government decision","Very little","Not at all",7
1,"2015-07-16","Male","Dhading",8,"40 to 54","Other","not mentioned","Farmer / Laborer",NA,"No difficulty.","Not at all","Toilets sanitation","Very little","Very little","News about government decision","Very little","Don't know",7
1,"2015-07-16","Male","Dhading",8,"Refused","Brahmin",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Long term shelter / housing","Very little","Completely yes",NA,"Not at all","Don't know",7
1,"2015-07-15","Male","Dhading",1,"55+","Chhetri",NA,"Other","Not mentioned","Yes, some difficulty.","Very little","Long term shelter / housing","Very little","Mostly yes",NA,"Very little","Very little",7
1,"2015-07-15","Female","Dhading",1,"25 to 39","Janajati",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Not at all","Long term shelter / housing","Very little","Very little","News about government decision","Mostly yes","Mostly yes",7
1,"2015-07-15","Male","Dhading",1,"15 to 24","Brahmin",NA,"Other","student","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Mostly yes","Completely yes",7
1,"2015-07-14","Female","Dhading",1,"40 to 54","Brahmin",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Very little","Long term shelter / housing","Very little","Very little","News about government decision","Very little","Very little",7
1,"2015-07-14","Female","Dhading",1,"25 to 39","Chhetri",NA,"Farmer / Laborer",NA,"No difficulty.","Neutral","Education","Completely yes","Not at all","How to register for access support","Very little","Not at all",7
1,"2015-07-14","Male","Dhading",1,"55+","Chhetri",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Very little","Long term shelter / housing","Not at all","Mostly yes",NA,"Very little","Mostly yes",7
1,"2015-07-16","Female","Dhading",2,"40 to 54","Janajati",NA,"Other","not mentioned","Yes, some difficulty.","Very little","Education","Very little","Very little","News about government decision","Very little","Very little",7
1,"2015-07-16","Female","Dhading",2,"25 to 39","Chhetri",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Mostly yes",NA,"Not at all","Mostly yes",NA,"Not at all","Not at all",7
1,"2015-07-16","Male","Dhading",2,"15 to 24","Chhetri",NA,"Other","student","Yes, some difficulty.","Very little","Long term shelter / housing","Very little","Very little","News about government decision","Very little","Mostly yes",7
1,"2015-07-16","Male","Dhading",2,"40 to 54","Janajati",NA,"Farmer / Laborer",NA,"No difficulty.","Mostly yes",NA,"Not at all","Completely yes",NA,"Completely yes","Not at all",7
1,"2015-07-17","Female","Dhading",8,"40 to 54","Dalit",NA,"Farmer / Laborer",NA,"Yes, a lot of difficulty.","Very little","Long term shelter / housing","Very little","Not at all","How to register for access support","Mostly yes","Mostly yes",7
1,"2015-07-16","Female","Dhading",8,"15 to 24","Janajati",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Very little","Long term shelter / housing","Very little","Mostly yes",NA,"Mostly yes","Completely yes",7
1,"2015-07-16","Male","Dhading",8,"40 to 54","Janajati",NA,"Farmer / Laborer",NA,"Yes, a lot of difficulty.","Not at all","Short term shelter / tent shelter","Very little","Completely yes",NA,"Neutral","Not at all",7
1,"2015-07-16","Male","Dhading",8,"55+","Newar",NA,"Farmer / Laborer",NA,"Yes, a lot of difficulty.","Not at all","Long term shelter / housing","Very little","Mostly yes",NA,"Completely yes","Not at all",7
1,"2015-07-16","Female","Dhading",8,"40 to 54","Janajati",NA,"Farmer / Laborer",NA,"No difficulty.","Neutral","Long term shelter / housing","Refused","Very little","Finding missing people","Refused","Not at all",7
1,"2015-07-16","Female","Dhading",6,"Refused","Other","not mentioned","Other","not mentioned","No difficulty.","Very little","Long term shelter / housing","Not at all","Mostly yes",NA,"Mostly yes","Mostly yes",7
1,"2015-07-16","Female","Dhading",6,"15 to 24","Janajati",NA,"Farmer / Laborer",NA,"Yes, a lot of difficulty.","Very little","Long term shelter / housing","Not at all","Very little","News about government decision","Very little","Not at all",7
1,"2015-07-13","Male","Dhading",6,"40 to 54","Chhetri",NA,"Government Services (i.e. Teacher)",NA,"Yes, some difficulty.","Very little","Long term shelter / housing","Refused","Very little","News about government decision","Refused","refused",7
1,"2015-07-13","Female","Dhading",6,"55+","Brahmin",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Completely yes",NA,"Not at all","Completely yes",NA,"Completely yes","Very little",7
1,"2015-07-14","Male","Dhading",6,"55+","Chhetri",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Very little","Long term shelter / housing","Don't know","Completely yes",NA,"Completely yes","Very little",7
1,"2015-07-13","Male","Dhading",6,"25 to 39","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Mostly yes",NA,"Mostly yes","Mostly yes",NA,"Don't know","Completely yes",7
1,"2015-07-13","Female","Dhading",6,"40 to 54","Tamang",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Not at all","Long term shelter / housing","Mostly yes","Refused",NA,"Don't know","Don't know",7
1,"2015-07-13","Male","Dhading",6,"15 to 24","Other","NOT MENTIONED","Farmer / Laborer",NA,"No difficulty.","Mostly yes",NA,"Mostly yes","Completely yes",NA,"Not at all","Not at all",7
1,"2015-07-13","Male","Dhading",6,"25 to 39","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Not at all","Long term shelter / housing","Don't know","Refused",NA,"Don't know","Mostly yes",7
1,"2015-07-16","Male","Dolakha",9,"15 to 24","Other","notmentioned","Skilled Worker (i.e. Carpenter)",NA,"No difficulty.","Not at all","Long term shelter / housing","Refused","Not at all","News about government decision","Refused","Neutral",7
1,"2015-07-17","Male","Dolakha",2,"25 to 39","Gurung",NA,"Farmer / Laborer",NA,"Yes, a lot of difficulty.","Completely yes",NA,"Completely yes","Neutral","How to register for access support","Not at all","Completely yes",7
1,"2015-07-14","Male","Dolakha",3,"Refused","Newar",NA,"Farmer / Laborer",NA,"Yes, a lot of difficulty.","Very little","Long term shelter / housing","Not at all","Not at all","News about government decision","Very little","Not at all",7
1,"2015-07-16","Male","Dolakha",4,"25 to 39","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Very little","Education","Very little","Very little","News about government decision","Neutral","Very little",7
1,"2015-07-16","Male","Dolakha",4,"40 to 54","Tamang",NA,"Farmer / Laborer",NA,"No difficulty.","Mostly yes",NA,"Completely yes","Not at all","News about government decision","Completely yes","Don't know",7
1,"2015-07-16","Male","Dolakha",4,"40 to 54","Tamang",NA,"Farmer / Laborer",NA,"Yes, a lot of difficulty.","Not at all","Long term shelter / housing","Very little","Not at all","News about government decision","Very little","Don't know",7
1,"2015-07-16","Male","Dolakha",4,"25 to 39","Janajati",NA,"Farmer / Laborer",NA,"No difficulty.","Mostly yes",NA,"Mostly yes","Mostly yes",NA,"Mostly yes","Neutral",7
1,"2015-07-15","Female","Dolakha",4,"40 to 54","Dalit",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Very little","Long term shelter / housing","Very little","Not at all","News about government decision","Mostly yes","Neutral",7
1,"2015-07-15","Male","Dolakha",4,"55+","Tamang",NA,"Farmer / Laborer",NA,"Yes, a lot of difficulty.","Not at all","Long term shelter / housing","Neutral","Very little","News about government decision","Mostly yes","Don't know",7
1,"2015-07-14","Female","Dolakha",3,"40 to 54","Newar",NA,"Farmer / Laborer",NA,"Yes, some difficulty.","Neutral","Long term shelter / housing","Not at all","Mostly yes",NA,"Completely yes","Neutral",7
1,"2015-07-14","Female","Dolakha",3,"15 to 24","Newar",NA,"Other","notmentioned","Yes, some difficulty.","Very little","Long term shelter / housing","Not at all","Mostly yes",NA,"Mostly yes","Mostly yes",7
1,"2015-07-14","Male","Dolakha",3,"40 to 54","Chhetri",NA,"Government Services (i.e. Teacher)",NA,"Yes, some difficulty.","Not at all","Short term shelter / tent shelter","Mostly yes","Very little","News about government decision","Mostly yes","Mostly yes",7
