District,VDC_Municipality,Ward,Age,Gender,Ethnicity,Ethnicity_Other,Occupation,Occupation_Other,Do_you_have_any_health_problem,A0JS,A1JS,A2JS,A3JS,B0JS,B1NOV,B2NOV,C0JS,C1JS,C2JS,D0JS,D1NOV,D2NOV,E0JS,E1JS,E2JS,F0NOV,F1NOV,G0NOV,H0NOV,H1NOV
Bhaktapur,changurayan,11,40-54,male,Newar,,farmer_laborer,,no_difficulty,3_neutral,long_term_shelter_(housing),financial_support,seeds_and_fertilizers,2_not_very_much,relifef_distributed_based_on_political_parties,relief_distributed_based_on_distance_from_road,3_neutral,how_to_get_shelter_materials,how_to_replace_personal_documentation,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,5_completely_yes,,
Bhaktapur,changurayan,11,25-39,male,Chhetri,,ngo_worker_bus,,no_difficulty,3_neutral,long_term_shelter_(housing),financial_support,housing_inspections,3_neutral,relifef_distributed_based_on_political_parties,relief_distributed_based_on_first_come_first_served,3_neutral,how_to_get_shelter_materials,how_to_replace_personal_documentation,3_neutral,relief_distributed_based_on_political_parties,relief_distributed_based_on_first_come_first_served,4_somewhat_yes,,,5_completely_yes,,don_t_know,,
Bhaktapur,changurayan,11,40-54,male,Newar,,ngo_worker_bus,,no_difficulty,3_neutral,long_term_shelter_(housing),financial_support,healthcare,3_neutral,relifef_distributed_based_on_political_parties,relief_distributed_based_on_first_come_first_served,2_not_very_much,how_to_replace_personal_documentation,how_to_get_shelter_materials,3_neutral,relief_distributed_based_on_political_parties,relief_distributed_based_on_first_come_first_served,2_not_very_much,first_come_first_served,based_political_parties,5_completely_yes,,don_t_know,,
Bhaktapur,changurayan,7,40-54,male,Newar,,farmer_laborer,,no_difficulty,1_not_at_all,short_term_shelter_(tent/shelterbox),long_term_shelter__housing,financial_support,1_not_at_all,Government_plans_unclear,relief_distributed_based_on_first_come_first_served,4_somewhat_yes,,,3_neutral,ngo_plans_unclear,relief_distributed_based_on_first_come_first_served,3_neutral,joint_families,only_if_damage_is_severe,2_not_very_much,do_not_have_warm_clothing,don_t_know,,
Bhaktapur,Suryabinayak,1,25-39,male,Chhetri,,other,student,no_difficulty,5_completely_yes,,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,5_completely_yes,,
Bhaktapur,Suryabinayak,1,25-39,male,Chhetri,,other,student,no_difficulty,4_somewhat_yes,,,,5_completely_yes,,,5_completely_yes,,,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,5_completely_yes,,
Bhaktapur,Suryabinayak,1,40-54,male,Newar,,ngo_worker_bus,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,5_completely_yes,,,5_completely_yes,,4_somewhat_yes,,
Bhaktapur,changurayan,1,25-39,male,Newar,,ngo_worker_bus,,no_difficulty,5_completely_yes,,,,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,4_somewhat_yes,,
Bhaktapur,Suryabinayak,7,15-24,male,Chhetri,,government_ser,,no_difficulty,2_not_very_much,healthcare,long_term_shelter__housing,livelihoods,2_not_very_much,relifef_distributed_based_on_political_parties,relief_distributed_based_on_first_come_first_served,4_somewhat_yes,,,don_t_know,,,don_t_know,,,5_completely_yes,,don_t_know,,
Bhaktapur,Suryabinayak,7,40-54,male,Newar,,ngo_worker_bus,,no_difficulty,2_not_very_much,long_term_shelter_(housing),healthcare,financial_support,2_not_very_much,relifef_distributed_based_on_political_parties,relief_distributed_based_on_first_come_first_served,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,based_on_political_parties,first_come_first_served,4_somewhat_yes,,don_t_know,,
Bhaktapur,bhaktapur_np,7,15-24,male,Dalit,,other,student,no_difficulty,3_neutral,short_term_shelter_(tent/shelterbox),long_term_shelter__housing,healthcare,2_not_very_much,do_not_trust_government,donêt_know_where_distribution_sites_are,4_somewhat_yes,,,3_neutral,do_not_trust_NGOs,relief_distributed_based_on_distance_from_road,2_not_very_much,based_on_distance_from_main_road,only_if_damage_is_severe,4_somewhat_yes,,2_not_very_much,,
Bhaktapur,bhaktapur_np,7,25-39,male,Chhetri,,other,student,no_difficulty,2_not_very_much,financial_support,short_term_shelter__tent_shelterbox,education,2_not_very_much,Government_plans_unclear,government_doesnot_know_what_its_doing,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,because_people_rent_instead_of_own,joint_families,4_somewhat_yes,,2_not_very_much,,
Bhaktapur,bhaktapur_np,7,25-39,male,Chhetri,,other,student,no_difficulty,2_not_very_much,financial_support,short_term_shelter__tent_shelterbox,education,2_not_very_much,Government_plans_unclear,government_doesnot_know_what_its_doing,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,because_people_rent_instead_of_own,joint_families,4_somewhat_yes,,2_not_very_much,,
Bhaktapur,bhaktapur_np,1,55+,male,Newar,,farmer_laborer,,yes_a_lot_of,1_not_at_all,long_term_shelter_(housing),healthcare,livelihoods,2_not_very_much,relifef_distributed_based_on_political_parties,can_t_get_to_distribution_sites,2_not_very_much,how_to_get_healthcare_psychosocial_support,how_to_register_for_access_support,2_not_very_much,ngo_plans_unclear,donêt_know_how_to_register_for_relief_services,don_t_know,,,1_not_at_all,house_shelter_will_not_protect_against_cold,don_t_know,,
Bhaktapur,bhaktapur_np,1,25-39,male,Newar,,farmer_laborer,,no_difficulty,1_not_at_all,short_term_shelter_(tent/shelterbox),long_term_shelter__housing,healthcare,2_not_very_much,Government_plans_unclear,reconstruction_process_taking_too_long,4_somewhat_yes,,,2_not_very_much,do_not_trust_NGOs,ngo_plans_unclear,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,don_t_know,,
Bhaktapur,bhaktapur_np,1,40-54,male,Newar,,skilled_worker,,no_difficulty,5_completely_yes,,,,4_somewhat_yes,,,5_completely_yes,,,don_t_know,,,5_completely_yes,,,4_somewhat_yes,,4_somewhat_yes,,
Bhaktapur,bhaktapur_np,3,55+,male,Newar,,farmer_laborer,,no_difficulty,2_not_very_much,financial_support,short_term_shelter__tent_shelterbox,livelihoods,2_not_very_much,can't_get_to_distribution_sites,relief_distributed_based_on_first_come_first_served,2_not_very_much,how_to_register_for_access_support,news_about_government_decision,2_not_very_much,donêt_know_where_distribution_sites_are,reconstruction_process_taking_too_long,5_completely_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,don_t_know,,
Bhaktapur,bhaktapur_np,3,25-39,male,Newar,,skilled_worker,,no_difficulty,2_not_very_much,short_term_shelter_(tent/shelterbox),financial_support,livelihoods,2_not_very_much,reconstruction_process_taking_too_long,was_promised_relief_but_never_received,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Bhaktapur,madhyapur_np,7,25-39,male,Sherpa,,skilled_worker,,no_difficulty,2_not_very_much,short_term_shelter_(tent/shelterbox),long_term_shelter__housing,livelihoods,3_neutral,do_not_trust_government,relief_distributed_based_on_severe_damage,4_somewhat_yes,,,3_neutral,do_not_trust_NGOs,relief_distributed_based_on_severe_damage,2_not_very_much,first_come_first_served,only_if_damage_is_severe,2_not_very_much,not_enough_fuel,2_not_very_much,,
Bhaktapur,madhyapur_np,7,25-39,male,Chhetri,,government_ser,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,,2_not_very_much,based_on_distance_from_main_road,first_come_first_served,2_not_very_much,not_enough_fuel,2_not_very_much,,
Bhaktapur,bhaktapur_np,8,40-54,male,Chhetri,,farmer_laborer,,no_difficulty,2_not_very_much,long_term_shelter_(housing),financial_support,seeds_and_fertilizers,2_not_very_much,Government_plans_unclear,was_promised_relief_but_never_received,2_not_very_much,news_about_government_decisions,how_to_register_for_access_support,2_not_very_much,renters_excluded_from_distribution,donêt_know_where_distribution_sites_are,5_completely_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Bhaktapur,bhaktapur_np,8,55+,male,Newar,,skilled_worker,,yes__some_diff,2_not_very_much,long_term_shelter_(housing),education,financial_support,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,was_promised_relief_but_never_received,can_t_get_to_distribution_sites,5_completely_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,2_not_very_much,,
Bhaktapur,bhaktapur_np,2,25-39,male,Newar,,skilled_worker,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,relief_distributed_based_on_distance_from_road,relief_distributed_based_on_first_come_first_served,2_not_very_much,based_on_distance_from_main_road,only_if_damage_is_severe,4_somewhat_yes,,4_somewhat_yes,,
Bhaktapur,bhaktapur_np,2,40-54,male,Newar,,government_ser,,no_difficulty,5_completely_yes,,,,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,,3_neutral,based_on_distance_from_main_road,joint_families,4_somewhat_yes,,2_not_very_much,,
Bhaktapur,changurayan,3,25-39,male,Tamang,,ngo_worker_bus,,no_difficulty,2_not_very_much,long_term_shelter_(housing),financial_support,livelihoods,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,5_completely_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,5_completely_yes,,
Bhaktapur,changurayan,3,25-39,male,Chhetri,,other,student,no_difficulty,2_not_very_much,long_term_shelter_(housing),financial_support,clean_water,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,5_completely_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Bhaktapur,changurayan,3,40-54,male,Chhetri,,skilled_worker,,no_difficulty,2_not_very_much,long_term_shelter_(housing),financial_support,clean_water,2_not_very_much,relifef_distributed_based_on_political_parties,relief_distributed_based_on_severe_damage,5_completely_yes,,,5_completely_yes,,,5_completely_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Dhading,nalan,6,25-39,female,Brahmin,,farmer_laborer,,no_difficulty,3_neutral,long_term_shelter_(housing),clean_water,psychosocial_counseling,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,3_neutral,house_shelter_will_not_protect_against_cold,3_neutral,4_not_very_much,
Dhading,tripura,2,15-24,female,Magar,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),clean_water,toilets_sanitation,1_not_at_all,was_promised_relief_but_never_received,government_plans_unclear,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,5_not_at_all,
Dhading,salan,1,40-54,female,Magar,,farmer_laborer,,no_difficulty,3_neutral,psychosocial_counseling,clean_water,long_term_shelter__housing,3_neutral,reconstruction_process_taking_too_long,government_does_not_listen_to_my_concern,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,5_not_at_all,
Dhading,thakre,2,15-24,female,Brahmin,,other,Student,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,2_not_very_much,5_not_at_all,
Dhading,chhatredurali,2,40-54,female,Brahmin,,farmer_laborer,,yes__some_diff,2_not_very_much,long_term_shelter_(housing),toilets_sanitation,financial_support,2_not_very_much,was_promised_relief_but_never_received,Do_not_trust_government,4_somewhat_yes,,,4_somewhat_yes,,,don_t_know,,,4_somewhat_yes,,4_somewhat_yes,refused,
Dhading,chhatredurali,2,25-39,female,Brahmin,,farmer_laborer,,yes__some_diff,2_not_very_much,long_term_shelter_(housing),toilets_sanitation,livelihoods,2_not_very_much,reconstruction_process_taking_too_long,Do_not_trust_government,4_somewhat_yes,,,4_somewhat_yes,,,don_t_know,,,4_somewhat_yes,,4_somewhat_yes,5_not_at_all,
Dhading,nalan,7,25-39,female,Brahmin,,farmer_laborer,,yes__some_diff,4_somewhat_yes,,,,5_completely_yes,,,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,,3_neutral,house_shelter_will_not_protect_against_cold,4_somewhat_yes,5_not_at_all,
Dhading,salan,2,25-39,female,Newar,,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,3_neutral,4_not_very_much,
Dhading,salan,1,25-39,female,Magar,,farmer_laborer,,no_difficulty,3_neutral,clean_water,psychosocial_counseling,long_term_shelter__housing,3_neutral,reconstruction_process_taking_too_long,government_does_not_listen_to_my_concern,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,3_neutral,house_shelter_will_not_protect_against_cold,4_somewhat_yes,5_not_at_all,
Dhading,tripura,2,25-39,female,Magar,,government_ser,,no_difficulty,1_not_at_all,financial_support,education,long_term_shelter__housing,1_not_at_all,was_promised_relief_but_never_received,Do_not_trust_government,5_completely_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,4_somewhat_yes,4_somewhat_yes,strangers
Dhading,salyantar,2,25-39,female,Dalit,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),clean_water,financial_support,1_not_at_all,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,2_not_very_much,how_to_get_shelter_materials,news_about_government_decision,2_not_very_much,was_promised_relief_but_never_received,ngo_plans_unclear,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,4_somewhat_yes,strangers
Dhading,salyantar,3,25-39,female,dalit,,farmer_laborer,,no_difficulty,2_not_very_much,financial_support,clean_water,long_term_shelter__housing,2_not_very_much,government_does_not_listern_to_my_concerns,government_plans_unclear,2_not_very_much,how_to_register_for_access_support,how_to_get_shelter_materials,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,2_not_very_much,4_somewhat_yes,ngo_aid_workers
Dhading,salyantar,3,15-24,female,Janajati,,farmer_laborer,,no_difficulty,2_not_very_much,long_term_shelter_(housing),clean_water,financial_support,2_not_very_much,Government_plans_unclear,reconstruction_process_taking_too_long,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,4_not_very_much,
Dhading,salyantar,3,55+,female,other,bharati,farmer_laborer,,yes__some_diff,2_not_very_much,long_term_shelter_(housing),food,clean_water,1_not_at_all,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,2_not_very_much,news_about_government_decisions,how_to_get_shelter_materials,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,not_enough_blankets,4_somewhat_yes,4_somewhat_yes,strangers
Dhading,salyantar,5,40-54,female,Janajati,,farmer_laborer,,no_difficulty,2_not_very_much,long_term_shelter_(housing),clean_water,financial_support,1_not_at_all,was_promised_relief_but_never_received,government_plans_unclear,2_not_very_much,news_about_government_decisions,how_to_register_for_access_support,2_not_very_much,relief_distributed_based_on_political_parties,was_promised_relief_but_never_received,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,4_somewhat_yes,5_completely_yes,strangers
Dhading,salayakot,7,40-54,female,Magar,,farmer_laborer,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),clean_water,financial_support,1_not_at_all,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,2_not_very_much,news_about_government_decisions,how_to_register_for_access_support,2_not_very_much,ngo_plans_unclear,ngo_do_not_know_what_they_are_doing,4_somewhat_yes,,,4_somewhat_yes,,1_not_at_all,4_not_very_much,
Dhading,salayakot,7,40-54,female,Brahmin,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),psychosocial_counseling,seeds_and_fertilizers,1_not_at_all,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,1_not_at_all,news_about_government_decisions,how_to_register_for_access_support,1_not_at_all,was_promised_relief_but_never_received,ngo_do_not_know_what_they_are_doing,don_t_know,,,4_somewhat_yes,,4_somewhat_yes,don_t_know,
Dhading,aingchok,6,55+,female,Magar,,farmer_laborer,,yes_a_lot_of,1_not_at_all,long_term_shelter_(housing),financial_support,clean_water,1_not_at_all,was_promised_relief_but_never_received,government_plans_unclear,2_not_very_much,news_about_government_decisions,how_to_get_shelter_materials,2_not_very_much,renters_excluded_from_distribution,ngo_plans_unclear,4_somewhat_yes,,,4_somewhat_yes,,4_somewhat_yes,don_t_know,
Dhading,salayakot,6,25-39,female,Chhetri,,farmer_laborer,,yes__some_diff,2_not_very_much,long_term_shelter_(housing),clean_water,financial_support,1_not_at_all,Government_plans_unclear,reconstruction_process_taking_too_long,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,don_t_know,5_not_at_all,
Dhading,aingchok,4,40-54,female,Chhetri,,farmer_laborer,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),clean_water,toilets_sanitation,2_not_very_much,was_promised_relief_but_never_received,government_doesnot_know_what_its_doing,4_somewhat_yes,,,5_completely_yes,,,don_t_know,,,4_somewhat_yes,,2_not_very_much,4_not_very_much,
Dhading,mulpani,4,40-54,female,Dalit,,farmer_laborer,,yes__some_diff,4_somewhat_yes,,,,2_not_very_much,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,2_not_very_much,news_about_government_decisions,how_to_get_shelter_materials,5_completely_yes,,,2_not_very_much,based_on_caste_system,because_people_rent_instead_of_own,2_not_very_much,house_shelter_will_not_protect_against_cold,4_somewhat_yes,5_completely_yes,family_members
Dhading,mulpani,4,25-39,female,Magar,,farmer_laborer,,no_difficulty,2_not_very_much,long_term_shelter_(housing),psychosocial_counseling,financial_support,2_not_very_much,Government_plans_unclear,reconstruction_process_taking_too_long,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,5_completely_yes,,2_not_very_much,4_somewhat_yes,strangers
Dhading,mulpani,4,40-54,female,Magar,,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,2_not_very_much,Government_plans_unclear,Do_not_trust_government,2_not_very_much,news_about_government_decisions,how_to_get_shelter_materials,5_completely_yes,,,4_somewhat_yes,,,4_somewhat_yes,,5_completely_yes,5_not_at_all,
