District,VDC_Municipality,Ward,Age,Gender,Ethnicity,Ethnicity_Other,Occupation,Occupation_Other,Do_you_have_any_health_problem,A0JS,A1JS,A2JS,A3JS,B0JS,B1JAN,B2JAN,C0JS,C1JS,C2JS,D0JS,D1JS,D2JS,E0JS,E1JS,E2JS,F0JAN,F1JAN,G0JAN,G1JAN,G2JAN,I0JAN,J0JAN,J1JAN,J2JAN,L0JAN,L1JAN,L2JAN,M0JAN,M1JAN,M2JAN
Kathmandu,Matatirtha,6,25-39,male,Newar,,NGO worker/Business,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Healthcare,4_Mostly yes,,,4_Mostly yes,,,4_Mostly yes,,,4_Mostly yes,,,4-Mostly yes,,5 _ Not at all         ,,,2 _ Not very much           ,2 _ Somewhat yes           ,Community members         ,2-Somewhat yes,1-Completely yes        ,Personal loan (financial institution)                   ,Gathering enough resources to rebuild entire house at once                   ,2 _ Not very much           ,Repair/reconstruction of community buildings        ,Reconstruction advice/training             
Kathmandu,Matatirtha,6,25-39,female,Brahmin,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Livelihoods,1 _ Not at all        ,Was promised relief but never received           ,Government plans unclear               ,4_Mostly yes,,,4_Mostly yes,,,4_Mostly yes,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,4 _ Not very much        ,,,2 _ Not very much           ,4 _ Not very much        ,,1-Completely yes,1-Completely yes        ,Personal loan (financial institution)                   ,Gathering enough resources to rebuild entire house at once                   ,2 _ Not very much           ,Livelihood options/training                                          ,Reconstruction advice/training             
Kathmandu,Matatirtha,1,25-39,female,Chhetri,,NGO worker/Business,,No difficulty ,4_ Mostly yes,,,,4_Mostly yes,,,4_Mostly yes,,,4_Mostly yes,,,4_Mostly yes,,,4-Mostly yes,,2 _ Somewhat yes           ,Safety at school (due to structure)      ,Health care,2 _ Not very much           ,2 _ Somewhat yes           ,Community members         ,2-Somewhat yes,4-Not very much,,,4 _ Somewhat yes           ,,
Kathmandu,Matatirtha,1,25-39,female,Chhetri,,Others,House wife,No difficulty ,1 _ Not at all        ,Short-term shelter (tent/shelterbox)   ,Financial support             ,Healthcare,4_Mostly yes,,,4_Mostly yes,,,4_Mostly yes,,,4_Mostly yes,,,4-Mostly yes,,4 _ Not very much        ,,,2 _ Not very much           ,4 _ Not very much        ,,2-Somewhat yes,2-Somewhat yes,Government loan         ,Gathering enough resources to rebuild entire house at once                   ,2 _ Not very much           ,Repair/reconstruction of community buildings        ,Reconstruction advice/training             
Kathmandu,Matatirtha,1,55+,female,Chhetri,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Healthcare,4_Mostly yes,,,4_Mostly yes,,,4_Mostly yes,,,4_Mostly yes,,,4-Mostly yes,,5 _ Not at all         ,,,4-Mostly yes,4 _ Not very much        ,,1-Completely yes,1-Completely yes        ,Government loan         ,Gathering enough resources to rebuild entire house at once                   ,2 _ Not very much           ,Repair/reconstruction of community buildings        ,Reconstruction advice/training             
Kathmandu,Matatirtha,1,25-39,female,Tamang,,Others,House wife,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Healthcare,2 _ Not very much           ,Renters excluded from distribution                ,Was promised relief but never received           ,2 _ Not very much           ,News about government decisions               ,How to get shelter materials                          ,2 _ Not very much           ,Renters excluded from distribution                ,Was promised relief but never received           ,2 _ Not very much           ,"First come, first served                      ",Based on political parties                 ,2 _ Not very much           ,House/Shelter will not protect against cold   ,4 _ Not very much        ,,,2 _ Not very much           ,4 _ Not very much        ,,2-Somewhat yes,1-Completely yes        ,Government loan         ,Building requirements released by government           ,2 _ Not very much           ,Repair/reconstruction of community buildings        ,Reconstruction advice/training             
Kathmandu,Matatirtha,1,15-24,female,Tamang,,Others,student,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Healthcare,1 _ Not at all        ,Renters excluded from distribution                ,Was promised relief but never received           ,4_Mostly yes,,,1 _ Not at all        ,Renters excluded from distribution                ,Was promised relief but never received           ,2 _ Not very much           ,Based on distance from the main road            ,"First come, first served                      ",1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,1 _ Not at all        ,4 _ Not very much        ,,2-Somewhat yes,1-Completely yes        ,Government loan         ,Confidence in government support                                ,2 _ Not very much           ,Repair/reconstruction of community buildings        ,Reconstruction advice/training             
Kavrepalanchok,Gairi_Bisauna_,2,55+,female,Brahmin,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Healthcare,Livelihoods,1 _ Not at all        ,Was promised relief but never received           ,Government does not listen to my concerns                ,1 _ Not at all        ,News about government decisions               ,How to get healthcare/psychological support                           ,1 _ Not at all        ,Was promised relief but never received           ,NGO plans unclear                             ,2 _ Not very much           ,Based on caste system     ,"First come, first served                      ",1 _ Not at all        ,House/Shelter will not protect against cold   ,1 _ Completely yes        ,hunger,Health care,1 _ Not at all        ,4 _ Not very much        ,,2-Somewhat yes,2-Somewhat yes,Government loan         ,Building requirements released by government           ,2 _ Not very much           ,Repair/reconstruction of schools         ,Safe spaces for women and children   
Kavrepalanchok,Gairi_Bisauna_,2,55+,male,Brahmin,,Farmer/laborer,,No difficulty ,2 _ Not very much,Long-term shelter (housing)        ,Livelihoods,Financial support,1 _ Not at all        ,Was promised relief but never received           ,Government does not listen to my concerns                ,1 _ Not at all        ,How to get healthcare/psychological support                           ,News about government decisions               ,1 _ Not at all        ,Was promised relief but never received           ,Relief distributed based on caste    ,1 _ Not at all        ,Based on caste system     ,Based on political parties                 ,2 _ Not very much           ,House/Shelter will not protect against cold   ,1 _ Completely yes        ,Health care,Improper school winterization                                                   ,1 _ Not at all        ,1 _ Completely yes        ,Community members         ,1-Completely yes,1-Completely yes        ,Government loan         ,Building requirements released by government           ,2 _ Not very much           ,Repair/reconstruction of schools         ,Reconstruction advice/training             
Kavrepalanchok,Gairi_Bisauna_,2,40-54,male,Brahmin,,"Government (i.e. teacher, health worker, army)                                 ",,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Seeds and fertilizers,5 _ Completely yes         ,,,5 _ Completely yes         ,,,5 _ Completely yes         ,,,5 _ Completely yes        ,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,1 _ Completely yes        ,Health care,Safety at home (due to structure)         ,5 _ Completely yes         ,4 _ Not very much        ,,4-Not very much,2-Somewhat yes,Government loan         ,Building requirements released by government           ,2 _ Not very much           ,Repair/reconstruction of schools         ,Repair/reconstruction of community buildings        
Kavrepalanchok,Gairi_Bisauna_,2,25-39,male,Brahmin,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Livelihoods,1 _ Not at all        ,Was promised relief but never received           ,Government does not listen to my concerns                ,1 _ Not at all        ,News about government decisions               ,How to register for/access support                       ,2 _ Not very much           ,Was promised relief but never received           ,Reconstruction process taking too long                                   ,1 _ Not at all        ,Based on caste system     ,Based on political parties                 ,1 _ Not at all        ,House/Shelter will not protect against cold   ,1 _ Completely yes        ,Health care,Hunger,1 _ Not at all        ,1 _ Completely yes        ,Others,5-Not at all,1-Completely yes        ,Government loan         ,Building requirements released by government           ,1 _ Not at all        ,Repair/reconstruction of schools         ,Repair/reconstruction of community buildings        
Kavrepalanchok,Gairi_Bisauna_,2,40-54,male,Brahmin,,Farmer/laborer,,No difficulty ,2 _ Not very much,Long-term shelter (housing)        ,Financial support             ,Healthcare,1 _ Not at all        ,Was promised relief but never received           ,Government does not listen to my concerns                ,2 _ Not very much           ,How to replace personal documentation     ,News about government decisions               ,2 _ Not very much           ,Was promised relief but never received           ,Not included in distributions                ,2 _ Not very much           ,Based on caste system     ,Based on political parties                 ,2 _ Not very much           ,House/Shelter will not protect against cold   ,1 _ Completely yes        ,Health care,Access to education (closed schools)    ,2 _ Not very much           ,1 _ Completely yes        ,Community members         ,2-Somewhat yes,2-Somewhat yes,Personal loan (informal)               ,Building requirements released by government           ,2 _ Not very much           ,Repair/reconstruction of schools         ,Repair/reconstruction of community buildings        
Kavrepalanchok,Gairi_Bisauna_,4,55+,male,Newar,,Farmer/laborer,,No difficulty ,2 _ Not very much,Long-term shelter (housing)        ,Financial support             ,Seeds and fertilizers,2 _ Not very much           ,Was promised relief but never received           ,Government does not listen to my concerns                ,2 _ Not very much           ,Finding missing people             ,News about government decisions               ,1 _ Not at all        ,Was promised relief but never received           ,Canêt get to distribution sites           ,5 _ Completely yes        ,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,2 _ Somewhat yes           ,Safety at school (due to structure)      ,Improper school winterization                                                   ,Refused,2 _ Somewhat yes           ,Family members,4-Not very much,2-Somewhat yes,Government loan         ,Confidence in government support                                ,2 _ Not very much           ,Repair/reconstruction of schools         ,Safe spaces for women and children   
Kavrepalanchok,Gairi_Bisauna_,4,55+,male,Tamang,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Healthcare,Livelihoods,1 _ Not at all        ,Was promised relief but never received           ,Government does not listen to my concerns                ,2 _ Not very much           ,News about government decisions               ,Finding missing people             ,2 _ Not very much           ,Renters excluded from distribution                ,Do not trust NGOs                     ,2 _ Not very much           ,"First come, first served                      ",Based on political parties                 ,2 _ Not very much           ,Do not have warm clothing             ,1 _ Completely yes        ,hunger,Health care,2 _ Not very much           ,4 _ Not very much        ,,4-Not very much,2-Somewhat yes,Government loan         ,Confidence in ability to rebuild safely   ,2 _ Not very much           ,Repair/reconstruction of schools         ,Repair/reconstruction of community buildings        
